data,value
2999,12
3000,10
3001,16
3002,9
3003,10
3004,10
3005,11
3006,13
3007,12
3008,17
3009,15
3010,19
3011,20
3012,16
3013,20
3014,17
3015,14
3016,18
3017,16
3018,16
3019,18
3020,25
3021,32
3022,35
3023,35
3024,41
3025,48
3026,50
3027,52
3028,57
3029,64
3030,66
3031,73
3032,72
3033,81
3034,85
3035,87
3036,165
3037,219
3038,228
3039,204
3040,173
3041,126
3042,130
3043,115
3044,58
3045,45
3046,30
3047,38
3048,48
3049,50
3050,71
3051,49
3052,67
3053,59
3054,78
3055,140
3056,159
3057,191
3058,201
3059,203
3060,202
3061,163
3062,135
3063,119
3064,107
3065,110
3066,114
3067,132
3068,150
3069,154
3070,148
3071,144
3072,133
3073,139
3074,129
3075,122
3076,120
3077,129
3078,294
3079,100
3080,55
3081,32
3082,19
3083,18
3084,14
3085,20
3086,27
3087,31
3088,39
3089,28
3090,56
3091,53
3092,59
3093,82
3094,108
3095,117
3096,126
3097,132
3098,125
3099,96
3100,40
3101,46
3102,50
3103,58
3104,55
3105,50
3106,55
3107,45
3108,43
3109,63
3110,62
3111,58
3112,28
3113,32
3114,21
3115,15
3116,15
3117,8
3118,20
3119,11
3120,11
3121,10
3122,8
3123,7
3124,5
3125,5
3126,5
3127,4
3128,6
3129,10
3130,13
3131,12
3132,12
3133,16
3134,16
3135,18
3136,16
3137,11
3138,20
3139,20
3140,19
3141,24
3142,39
3143,35
3144,54
3145,49
3146,43
3147,40
3148,37
3149,38
3150,33
3151,31
3152,55
3153,51
3154,55
3155,49
3156,42
3157,44
3158,44
3159,40
3160,43
3161,45
3162,41
3163,43
3164,38
3165,44
3166,43
3167,46
3168,54
3169,52
3170,54
3171,60
3172,69
3173,75
3174,73
3175,72
3176,78
3177,83
3178,83
3179,82
3180,74
3181,60
3182,43
3183,41
3184,57
3185,66
3186,68
3187,78
3188,83
3189,68
3190,64
3191,69
3192,64
3193,60
3194,65
3195,61
3196,83
3197,112
3198,99
3199,108
3200,123
3201,117
3202,130
3203,130
3204,138
3205,147
3206,157
3207,140
3208,140
3209,159
3210,158
3211,168
3212,173
3213,181
3214,193
3215,209
3216,216
3217,219
3218,224
3219,231
3220,237
3221,238
3222,235
3223,222
3224,221
3225,223
3226,203
3227,191
3228,185
3229,181
3230,162
3231,185
3232,188
3233,170
3234,142
3235,126
3236,117
3237,113
3238,122
3239,114
3240,113
3241,107
3242,105
3243,98
3244,115
3245,121
3246,144
3247,185
3248,182
3249,178
3250,185
3251,163
3252,145
3253,137
3254,136
3255,100
3256,81
3257,56
3258,33
3259,70
3260,87
3261,69
3262,47
3263,48
3264,47
3265,51
3266,49
3267,36
3268,44
3269,41
3270,50
3271,51
3272,48
3273,53
3274,77
3275,74
3276,82
3277,75
3278,76
3279,79
3280,84
3281,89
3282,89
3283,89
3284,90
3285,83
3286,96
3287,74
3288,84
3289,86
3290,86
3291,94
3292,105
3293,89
3294,79
3295,13
3296,12
3297,17
3298,13
3299,16
3300,37
3301,53
3302,72
3303,64
3304,60
3305,54
3306,29
3307,41
3308,56
3309,33
3310,31
3311,41
3312,58
3313,49
3314,38
3315,41
3316,34
3317,27
3318,23
3319,34
3320,34
3321,43
3322,50
3323,47
3324,44
3325,36
3326,29
3327,27
3328,30
3329,30
3330,21
3331,19
3332,21
3333,28
3334,32
3335,33
3336,44
3337,61
3338,65
3339,66
3340,89
3341,103
3342,113
3343,104
3344,103
3345,75
3346,65
3347,67
3348,53
3349,51
3350,58
3351,39
3352,36
3353,36
3354,34
3355,37
3356,40
3357,43
3358,54
3359,68
3360,78
3361,93
3362,91
3363,96
3364,106
3365,101
3366,90
3367,95
3368,105
3369,110
3370,116
3371,129
3372,134
3373,120
3374,78
3375,72
3376,79
3377,86
3378,77
3379,82
3380,65
3381,93
3382,148
3383,197
3384,234
3385,229
3386,214
3387,229
3388,198
3389,163
3390,119
3391,124
3392,131
3393,157
3394,178
3395,187
3396,182
3397,174
3398,167
3399,128
3400,108
3401,121
3402,127
3403,118
3404,116
3405,115
3406,123
3407,106
3408,118
3409,149
3410,163
3411,155
3412,150
3413,155
3414,176
3415,165
3416,138
3417,139
3418,140
3419,139
3420,135
3421,115
3422,100
3423,104
3424,70
3425,63
3426,53
3427,79
3428,72
3429,165
3430,149
3431,139
3432,93
3433,100
3434,78
3435,78
3436,73
3437,85
3438,98
3439,47
3440,45
3441,40
3442,35
3443,30
3444,31
3445,24
3446,42
3447,28
3448,23
3449,28
3450,26
3451,23
3452,30
3453,44
3454,45
3455,28
3456,18
3457,20
3458,24
3459,18
3460,28
3461,16
3462,14
3463,14
3464,24
3465,29
3466,45
3467,33
3468,46
3469,39
3470,28
3471,55
3472,45
3473,27
3474,48
3475,57
3476,33
3477,43
3478,35
3479,37
3480,39
3481,47
3482,105
3483,104
3484,139
3485,92
3486,86
3487,81
3488,65
3489,131
3490,137
3491,118
3492,115
3493,80
3494,79
3495,62
3496,58
3497,63
3498,72
3499,59
3500,48
3501,40
3502,48
3503,59
3504,78
3505,90
3506,91
3507,98
3508,92
3509,81
3510,74
3511,80
3512,67
3513,108
3514,92
3515,71
3516,92
3517,84
3518,85
3519,83
3520,96
3521,70
3522,72
3523,85
3524,85
3525,85
3526,85
3527,85
3528,85
3529,90
3530,89
3531,100
3532,86
3533,83
3534,94
3535,111
3536,133
3537,127
3538,152
3539,157
3540,142
3541,127
3542,132
3543,117
3544,111
3545,108
3546,107
3547,142
3548,180
3549,206
3550,193
3551,186
3552,168
3553,175
3554,181
3555,174
3556,205
3557,219
3558,214
3559,230
3560,242
3561,251
3562,234
3563,187
3564,220
3565,92
3566,28
3567,65
3568,16
3569,19
3570,20
3571,17
3572,22
3573,34
3574,214
3575,314
3576,71
3577,33
3578,26
3579,30
3580,33
3581,22
3582,17
3583,25
3584,29
3585,18
3586,19
3587,23
3588,54
3589,41
3590,26
3591,18
3592,37
3593,39
3594,29
3595,59
3596,97
3597,30
3598,65
3599,83
3600,94
3601,77
3602,69
3603,59
3604,75
3605,88
3606,91
3607,98
3608,118
3609,105
3610,103
3611,77
3612,76
3613,85
3614,69
3615,50
3616,39
3617,45
3618,99
3619,92
3620,79
3621,61
3622,60
3623,132
3624,179
3625,189
3626,177
3627,112
3628,94
3629,87
3630,92
3631,86
3632,87
3633,98
3634,87
3635,106
3636,107
3637,110
3638,120
3639,103
3640,98
3641,98
3642,178
3643,80
3644,100
3645,115
3646,92
3647,92
3648,92
3649,92
3650,92
3651,92
3652,92
3653,92
3654,92
3655,92
3656,92
3657,92
3658,92
3659,92
3660,92
3661,92
3662,92
3663,92
3664,92
3665,92
3666,74
3667,97
3668,119
3669,128
3670,129
3671,141
3672,159
3673,190
3674,154
3675,156
3676,134
3677,133
3678,94
3679,109
3680,140
3681,152
3682,127
3683,114
3684,121
3685,122
3686,113
3687,104
3688,108
3689,101
3690,92
3691,82
3692,83
3693,85
3694,90
3695,81
3696,86
3697,79
3698,71
3699,64
3700,63
3701,76
3702,89
3703,101
3704,95
3705,82
3706,85
3707,79
3708,76
3709,76
3710,76
3711,76
3712,76
3713,76
3714,76
3715,76
3716,76
3717,76
3718,76
3719,76
3720,76
3721,76
3722,76
3723,76
3724,76
3725,76
3726,76
3727,76
3728,76
3729,76
3730,76
3731,76
3732,76
3733,76
3734,76
3735,76
3736,76
3737,76
3738,76
3739,76
3740,76
3741,76
3742,76
3743,76
3744,76
3745,76
3746,76
3747,76
3748,76
3749,76
3750,76
3751,76
3752,76
3753,76
3754,76
3755,76
3756,76
3757,76
3758,76
3759,76
3760,76
3761,76
3762,76
3763,76
3764,76
3765,76
3766,76
3767,76
3768,76
3769,76
3770,76
3771,76
3772,76
3773,76
3774,76
3775,76
3776,76
3777,76
3778,76
3779,76
3780,76
3781,151
3782,129
3783,107
3784,112
3785,109
3786,113
3787,108
3788,172
3789,157
3790,142
3791,148
3792,131
3793,128
3794,148
3795,176
3796,191
3797,94
3798,94
3799,94
3800,94
3801,94
3802,94
3803,94
3804,94
3805,94
3806,94
3807,94
3808,94
3809,94
3810,94
3811,94
3812,94
3813,94
3814,94
3815,94
3816,94
3817,94
3818,94
3819,94
3820,94
3821,94
3822,94
3823,94
3824,94
3825,94
3826,94
3827,94
3828,94
3829,94
3830,94
3831,94
3832,94
3833,94
3834,70
3835,60
3836,41
3837,40
3838,32
3839,51
3840,42
3841,42
3842,38
3843,43
3844,63
3845,63
3846,62
3847,60
3848,46
3849,41
3850,42
3851,39
3852,36
3853,34
3854,47
3855,36
3856,40
3857,35
3858,38
3859,46
3860,77
3861,53
3862,58
3863,78
3864,80
3865,88
3866,97
3867,77
3868,72
3869,78
3870,81
3871,97
3872,72
3873,78
3874,71
3875,74
3876,73
3877,85
3878,92
3879,100
3880,95
3881,98
3882,89
3883,95
3884,93
3885,93
3886,93
3887,94
3888,99
3889,101
3890,144
3891,160
3892,142
3893,105
3894,97
3895,94
3896,90
3897,91
3898,98
3899,104
3900,115
3901,100
3902,115
3903,111
3904,84
3905,89
3906,104
3907,96
3908,119
3909,129
3910,125
3911,127
3912,104
3913,13
3914,19
3915,23
3916,153
3917,126
3918,140
3919,131
3920,141
3921,149
3922,137
3923,137
3924,154
3925,147
3926,143
3927,151
3928,165
3929,174
3930,173
3931,157
3932,198
3933,37
3934,35
3935,42
3936,38
3937,57
3938,68
3939,63
3940,80
3941,63
3942,74
3943,77
3944,67
3945,78
3946,82
3947,68
3948,56
3949,65
3950,68
3951,67
3952,77
3953,82
3954,85
3955,95
3956,100
3957,118
3958,142
3959,137
3960,139
3961,151
3962,191
3963,216
3964,229
3965,198
3966,175
3967,159
3968,196
3969,199
3970,150
3971,128
3972,139
3973,148
3974,136
3975,117
3976,108
3977,75
3978,66
3979,89
3980,118
3981,152
3982,183
3983,99
3984,91
3985,105
3986,139
3987,129
3988,149
3989,139
3990,155
3991,86
3992,67
3993,62
3994,63
3995,81
3996,95
3997,109
3998,120
3999,125
4000,130
4001,133
4002,139
4003,109
4004,20
4005,20
4006,22
4007,27
4008,30
4009,33
4010,37
4011,45
4012,50
4013,46
4014,42
4015,35
4016,51
4017,44
4018,43
4019,30
4020,27
4021,19
4022,35
4023,21
4024,16
4025,26
4026,36
4027,29
4028,40
4029,37
4030,39
4031,50
4032,49
4033,41
4034,34
4035,58
4036,57
4037,39
4038,40
4039,41
4040,44
4041,49
4042,61
4043,74
4044,93
4045,96
4046,81
4047,74
4048,79
4049,63
4050,69
4051,95
4052,100
4053,100
4054,88
4055,65
4056,69
4057,70
4058,89
4059,98
4060,96
4061,98
4062,96
4063,90
4064,92
4065,99
4066,106
4067,120
4068,109
4069,74
4070,87
4071,93
4072,99
4073,82
4074,80
4075,78
4076,83
4077,92
4078,104
4079,116
4080,117
4081,205
4082,202
4083,227
4084,240
4085,124
4086,77
4087,95
4088,99
4089,94
4090,94
4091,48
4092,21
4093,15
4094,11
4095,11
4096,10
4097,10
4098,49
4099,49
4100,41
4101,71
4102,62
4103,48
4104,70
4105,61
4106,62
4107,66
4108,63
4109,55
4110,42
4111,48
4112,52
4113,59
4114,63
4115,64
4116,86
4117,85
4118,91
4119,85
4120,89
4121,78
4122,64
4123,69
4124,92
4125,89
4126,79
4127,107
4128,132
4129,124
4130,117
4131,122
4132,121
4133,135
4134,140
4135,122
4136,131
4137,135
4138,136
4139,94
4140,94
4141,94
4142,94
4143,94
4144,94
4145,94
4146,94
4147,94
4148,94
4149,94
4150,94
4151,94
4152,94
4153,94
4154,94
4155,94
4156,94
4157,94
4158,94
4159,94
4160,94
4161,94
4162,94
4163,136
4164,48
4165,48
4166,42
4167,39
4168,35
4169,40
4170,48
4171,55
4172,62
4173,61
4174,66
4175,68
4176,69
4177,54
4178,78
4179,63
4180,69
4181,76
4182,68
4183,100
4184,109
4185,120
4186,104
4187,104
4188,106
4189,96
4190,70
4191,49
4192,49
4193,38
4194,48
4195,57
4196,60
4197,64
4198,81
4199,83
4200,98
4201,114
4202,169
4203,231
4204,214
4205,188
4206,165
4207,191
4208,149
4209,140
4210,149
4211,151
4212,159
4213,166
4214,136
4215,116
4216,118
4217,107
4218,171
4219,170
4220,150
4221,131
4222,195
4223,215
4224,227
4225,190
4226,207
4227,204
4228,251
4229,252
4230,238
4231,224
4232,211
4233,205
4234,209
4235,205
4236,184
4237,160
4238,150
4239,160
4240,152
4241,149
4242,133
4243,115
4244,127
4245,119
4246,124
4247,102
4248,91
4249,92
4250,97
4251,100
4252,97
4253,80
4254,94
4255,121
4256,153
4257,133
4258,163
4259,153
4260,139
4261,131
4262,120
4263,118
4264,117
4265,111
4266,117
4267,116
4268,131
4269,118
4270,121
4271,112
4272,97
4273,111
4274,126
4275,151
4276,140
4277,134
4278,118
4279,124
4280,112
4281,101
4282,131
4283,137
4284,166
4285,152
4286,153
4287,164
4288,174
4289,159
4290,174
4291,189
4292,198
4293,184
4294,194
4295,200
4296,190
4297,196
4298,228
4299,199
4300,201
4301,215
4302,247
4303,249
4304,198
4305,201
4306,211
4307,181
4308,184
4309,172
4310,134
4311,153
4312,170
4313,194
4314,196
4315,175
4316,166
4317,174
4318,158
4319,153
4320,170
4321,188
4322,155
4323,158
4324,154
4325,160
4326,175
4327,172
4328,197
4329,205
4330,195
4331,164
4332,159
4333,156
4334,162
4335,152
4336,150
4337,159
4338,154
4339,174
4340,184
4341,230
4342,235
4343,203
4344,219
4345,209
4346,198
4347,203
4348,241
4349,239
4350,225
4351,204
4352,163
4353,174
4354,154
4355,150
4356,126
4357,121
4358,124
4359,121
4360,92
4361,38
4362,28
4363,46
4364,32
4365,40
4366,36
4367,27
4368,37
4369,46
4370,43
4371,37
4372,40
4373,45
4374,17
4375,11
4376,17
4377,20
4378,29
4379,34
4380,40
4381,23
4382,17
4383,14
4384,12
4385,13
4386,14
4387,15
4388,31
4389,34
4390,35
4391,33
4392,41
4393,34
4394,43
4395,54
4396,73
4397,94
4398,90
4399,55
4400,50
4401,73
4402,77
4403,89
4404,93
4405,100
4406,95
4407,88
4408,85
4409,68
4410,72
4411,57
4412,48
4413,37
4414,67
4415,54
4416,59
4417,79
4418,94
4419,127
4420,153
4421,168
4422,161
4423,145
4424,127
4425,119
4426,103
4427,100
4428,78
4429,77
4430,58
4431,47
4432,43
4433,66
4434,56
4435,51
4436,60
4437,61
4438,66
4439,77
4440,87
4441,105
4442,117
4443,122
4444,132
4445,114
4446,104
4447,78
4448,59
4449,35
4450,31
4451,15
4452,15
4453,13
4454,11
4455,8
4456,10
4457,13
4458,12
4459,9
4460,21
4461,20
4462,34
4463,32
4464,44
4465,62
4466,34
4467,24
4468,25
4469,28
4470,28
4471,24
4472,22
4473,21
4474,27
4475,19
4476,4
4477,2
4478,3
4479,9
4480,7
4481,21
4482,23
4483,17
4484,25
4485,36
4486,50
4487,44
4488,59
4489,47
4490,24
4491,29
4492,35
4493,45
4494,52
4495,46
4496,46
4497,49
4498,39
4499,54
4500,57
4501,59
4502,69
4503,79
4504,79
4505,61
4506,65
4507,68
4508,76
4509,79
4510,80
4511,67
4512,61
4513,52
4514,55
4515,45
4516,50
4517,52
4518,52
4519,46
4520,63
4521,74
4522,77
4523,71
4524,49
4525,31
4526,28
4527,21
4528,21
4529,14
4530,23
4531,31
4532,32
4533,32
4534,33
4535,70
4536,73
4537,69
4538,86
4539,81
4540,67
4541,69
4542,69
4543,79
4544,84
4545,79
4546,86
4547,96
4548,90
4549,90
4550,97
4551,112
4552,119
4553,123
4554,105
4555,70
4556,83
4557,91
4558,91
4559,74
4560,58
4561,31
4562,40
4563,43
4564,68
4565,73
4566,88
4567,108
4568,106
4569,98
4570,84
4571,79
4572,83
4573,100
4574,116
4575,117
4576,92
4577,72
4578,83
4579,88
4580,77
4581,72
4582,80
4583,71
4584,72
4585,77
4586,99
4587,107
4588,107
4589,110
4590,110
4591,130
4592,165
4593,168
4594,155
4595,181
4596,164
4597,154
4598,178
4599,193
4600,186
4601,192
4602,223
4603,220
4604,193
4605,231
4606,219
4607,211
4608,161
4609,164
4610,60
4611,42
4612,45
4613,45
4614,49
4615,87
4616,92
4617,69
4618,83
4619,86
4620,111
4621,100
4622,104
4623,188
4624,122
4625,155
4626,184
4627,181
4628,211
4629,181
4630,185
4631,186
4632,173
4633,189
4634,148
4635,145
4636,206
4637,107
4638,62
4639,51
4640,58
4641,61
4642,72
4643,85
4644,105
4645,84
4646,92
4647,99
4648,96
4649,107
4650,110
4651,114
4652,121
4653,110
4654,99
4655,117
4656,112
4657,122
4658,139
4659,141
4660,111
4661,120
4662,103
4663,118
4664,118
4665,124
4666,120
4667,134
4668,143
4669,161
4670,116
4671,95
4672,131
4673,105
4674,102
4675,118
4676,130
4677,150
4678,167
4679,174
4680,161
4681,168
4682,176
4683,152
4684,126
4685,162
4686,141
4687,167
4688,163
4689,175
4690,208
4691,216
4692,193
4693,167
4694,193
4695,196
4696,172
4697,211
4698,183
4699,220
4700,262
4701,235
4702,286
4703,264
4704,266
4705,213
4706,196
4707,185
4708,199
4709,225
4710,231
4711,209
4712,231
4713,259
4714,310
4715,304
4716,290
4717,283
4718,212
4719,185
4720,195
4721,188
4722,169
4723,178
4724,161
4725,139
4726,116
4727,127
4728,61
4729,50
4730,57
4731,55
4732,47
4733,53
4734,68
4735,60
4736,73
4737,100
4738,196
4739,154
4740,172
4741,186
4742,176
4743,177
4744,120
4745,98
4746,90
4747,91
4748,130
4749,111
4750,143
4751,145
4752,176
4753,219
4754,245
4755,267
4756,203
4757,140
4758,164
4759,122
4760,98
4761,83
4762,123
4763,167
4764,153
4765,149
4766,140
4767,158
4768,122
4769,113
4770,164
4771,177
4772,165
4773,148
4774,142
4775,142
4776,141
4777,147
4778,161
4779,188
4780,227
4781,236
4782,275
4783,258
4784,250
4785,241
4786,232
4787,246
4788,263
4789,270
4790,286
4791,212
4792,75
4793,78
4794,76
4795,47
4796,56
4797,55
4798,63
4799,36
4800,50
4801,63
4802,60
4803,53
4804,54
4805,58
4806,46
4807,49
4808,35
4809,43
4810,35
4811,46
4812,34
4813,34
4814,27
4815,34
4816,47
4817,45
4818,36
4819,40
4820,31
4821,39
4822,44
4823,49
4824,34
4825,47
4826,77
4827,75
4828,109
4829,101
4830,92
4831,99
4832,88
4833,96
4834,81
4835,70
4836,59
4837,60
4838,54
4839,47
4840,54
4841,42
4842,53
4843,51
4844,62
4845,70
4846,70
4847,79
4848,64
4849,67
4850,73
4851,91
4852,121
4853,147
4854,202
4855,209
4856,227
4857,227
4858,202
4859,197
4860,202
4861,206
4862,201
4863,153
4864,130
4865,130
4866,137
4867,139
4868,153
4869,194
4870,176
4871,170
4872,169
4873,189
4874,207
4875,202
4876,172
4877,247
4878,233
4879,227
4880,255
4881,245
4882,222
4883,226
4884,239
4885,201
4886,154
4887,144
4888,122
4889,132
4890,114
4891,102
4892,110
4893,117
4894,99
4895,101
4896,105
4897,84
4898,84
4899,85
4900,101
4901,105
4902,114
4903,116
4904,118
4905,114
4906,125
4907,104
4908,85
4909,88
4910,82
4911,77
4912,71
4913,77
4914,60
4915,64
4916,71
4917,81
4918,96
4919,111
4920,145
4921,165
4922,196
4923,211
4924,204
4925,201
4926,201
4927,201
4928,204
4929,228
4930,231
4931,199
4932,201
4933,137
4934,113
4935,106
4936,96
4937,111
4938,118
4939,128
4940,125
4941,131
4942,138
4943,150
4944,146
4945,161
4946,159
4947,173
4948,186
4949,204
4950,211
4951,225
4952,215
4953,227
4954,244
4955,251
4956,245
4957,249
4958,234
4959,262
4960,269
4961,240
4962,194
4963,174
4964,202
4965,196
4966,171
4967,195
4968,174
4969,178
4970,193
4971,196
4972,220
4973,208
4974,225
4975,224
4976,243
4977,230
4978,210
4979,201
4980,199
4981,176
4982,192
4983,189
4984,173
4985,171
4986,161
4987,148
4988,140
4989,130
4990,126
4991,139
4992,138
4993,152
4994,150
4995,157
4996,147
4997,154
4998,185
4999,189
5000,198
5001,179
5002,180
5003,180
5004,178
5005,181
5006,177
5007,165
5008,198
5009,193
5010,183
5011,189
5012,184
5013,194
5014,169
5015,172
5016,188
5017,159
5018,151
5019,149
5020,151
5021,131
5022,142
5023,149
5024,155
5025,156
5026,169
5027,171
5028,192
5029,215
5030,204
5031,178
5032,197
5033,210
5034,244
5035,278
5036,257
5037,277
5038,276
5039,246
5040,285
5041,246
5042,230
5043,224
5044,210
5045,216
5046,199
5047,179
5048,190
5049,206
5050,215
5051,204
5052,229
5053,219
5054,227
5055,192
5056,240
5057,280
5058,302
5059,267
5060,205
5061,188
5062,165
5063,170
5064,155
5065,185
5066,201
5067,197
5068,201
5069,208
5070,242
5071,259
5072,234
5073,248
5074,281
5075,306
5076,182
5077,46
5078,22
5079,22
5080,20
5081,21
5082,18
5083,18
5084,13
5085,13
5086,13
5087,30
5088,34
5089,44
5090,22
5091,35
5092,53
5093,46
5094,48
5095,33
5096,45
5097,53
5098,57
5099,66
5100,45
5101,47
5102,49
5103,27
5104,30
5105,26
5106,22
5107,25
5108,28
5109,23
5110,37
5111,66
5112,70
5113,85
5114,105
5115,78
5116,64
5117,38
5118,41
5119,91
5120,90
5121,100
5122,114
5123,117
5124,90
5125,100
5126,71
5127,65
5128,44
5129,36
5130,29
5131,38
5132,41
5133,48
5134,50
5135,52
5136,64
5137,74
5138,71
5139,83
5140,94
5141,85
5142,96
5143,154
5144,121
5145,142
5146,179
5147,184
5148,166
5149,163
5150,144
5151,139
5152,161
5153,165
5154,174
5155,195
5156,176
5157,171
5158,174
5159,199
5160,198
5161,198
5162,202
5163,199
5164,202
5165,178
5166,203
5167,178
5168,155
5169,159
5170,170
5171,205
5172,202
5173,137
5174,86
5175,69
5176,35
5177,35
5178,41
5179,33
5180,36
5181,38
5182,41
5183,37
5184,43
5185,45
5186,36
5187,28
5188,19
5189,31
5190,35
5191,32
5192,28
5193,33
5194,24
5195,23
5196,15
5197,13
5198,30
5199,11
5200,13
5201,16
5202,24
5203,20
5204,9
5205,18
5206,12
5207,12
5208,11
5209,11
5210,12
5211,10
5212,15
5213,16
5214,14
5215,13
5216,25
5217,21
5218,23
5219,16
5220,12
5221,10
5222,11
5223,18
5224,18
5225,16
5226,20
5227,19
5228,18
5229,27
5230,46
5231,38
5232,48
5233,62
5234,65
5235,78
5236,85
5237,76
5238,79
5239,92
5240,105
5241,90
5242,108
5243,105
5244,106
5245,106
5246,107
5247,119
5248,108
5249,101
5250,91
5251,38
5252,39
5253,42
5254,39
5255,38
5256,38
5257,45
5258,40
5259,44
5260,44
5261,55
5262,62
5263,63
5264,56
5265,68
5266,57
5267,71
5268,66
5269,75
5270,81
5271,98
5272,114
5273,119
5274,125
5275,115
5276,124
5277,141
5278,157
5279,187
5280,221
5281,221
5282,221
5283,218
5284,231
5285,231
5286,231
5287,208
5288,211
5289,255
5290,258
5291,246
5292,239
5293,207
5294,224
5295,245
5296,221
5297,208
5298,209
5299,224
5300,270
5301,271
5302,297
5303,275
5304,295
5305,336
5306,360
5307,263
5308,271
5309,284
5310,145
5311,123
5312,65
5313,32
5314,34
5315,45
5316,17
5317,40
5318,60
5319,83
5320,110
5321,121
5322,155
5323,168
5324,154
5325,160
5326,175
5327,172
5328,183
5329,182
5330,194
5331,132
5332,141
5333,122
5334,101
5335,100
5336,92
5337,94
5338,120
5339,166
5340,223
5341,181
5342,128
5343,117
5344,97
5345,96
5346,79
5347,61
5348,66
5349,69
5350,76
5351,81
5352,70
5353,83
5354,81
5355,74
5356,70
5357,74
5358,94
5359,111
5360,115
5361,117
5362,110
5363,96
5364,93
5365,113
5366,111
5367,115
5368,105
5369,94
5370,99
5371,71
5372,53
5373,47
5374,83
5375,96
5376,111
5377,100
5378,84
5379,88
5380,79
5381,75
5382,88
5383,87
5384,96
5385,96
5386,132
5387,141
5388,174
5389,167
5390,184
5391,194
5392,190
5393,146
5394,183
5395,157
5396,144
5397,94
5398,94
5399,94
5400,94
5401,94
5402,94
5403,94
5404,94
5405,94
5406,94
5407,94
5408,94
5409,94
5410,94
5411,94
5412,94
5413,94
5414,94
5415,94
5416,94
5417,94
5418,94
5419,94
5420,94
5421,94
5422,94
5423,94
5424,94
5425,94
5426,94
5427,94
5428,94
5429,94
5430,94
5431,94
5432,94
5433,94
5434,94
5435,94
5436,94
5437,94
5438,94
5439,94
5440,94
5441,94
5442,94
5443,94
5444,94
5445,94
5446,94
5447,94
5448,94
5449,94
5450,94
5451,94
5452,94
5453,94
5454,94
5455,94
5456,94
5457,94
5458,94
5459,94
5460,94
5461,94
5462,94
5463,94
5464,94
5465,112
5466,68
5467,45
5468,69
5469,68
5470,92
5471,79
5472,68
5473,76
5474,81
5475,97
5476,114
5477,140
5478,158
5479,158
5480,182
5481,166
5482,188
5483,194
5484,174
5485,173
5486,121
5487,125
5488,122
5489,118
5490,123
5491,127
5492,152
5493,144
5494,145
5495,156
5496,171
5497,199
5498,249
5499,300
5500,285
5501,281
5502,318
5503,326
5504,337
5505,312
5506,311
5507,291
5508,230
5509,246
5510,309
5511,283
5512,237
5513,164
5514,140
5515,140
5516,152
5517,173
5518,136
5519,90
5520,103
5521,104
5522,106
5523,89
5524,85
5525,84
5526,88
5527,97
5528,102
5529,93
5530,102
5531,100
5532,100
5533,78
5534,75
5535,93
5536,123
5537,124
5538,116
5539,129
5540,121
5541,134
5542,137
5543,154
5544,210
5545,195
5546,154
5547,152
5548,164
5549,165
5550,126
5551,121
5552,132
5553,119
5554,88
5555,79
5556,65
5557,63
5558,79
5559,93
5560,116
5561,146
5562,138
5563,144
5564,151
5565,132
5566,113
5567,63
5568,64
5569,45
5570,62
5571,60
5572,39
5573,47
5574,45
5575,52
5576,52
5577,53
5578,50
5579,35
5580,46
5581,51
5582,38
5583,34
5584,44
5585,19
5586,21
5587,12
5588,26
5589,46
5590,29
5591,13
5592,9
5593,9
5594,9
5595,17
5596,4
5597,8
5598,15
5599,23
5600,11
5601,23
5602,32
5603,30
5604,12
5605,11
5606,17
